tag 1,tag 2,tag 3,tag 4,tag 5,tag 6,tag 7,tag 8,tag 9,tag 10
Photograph (0.9633902),Snapshot (0.8358544),Child (0.8074988),Black-and-white (0.6834213),Photography (0.62422496),Monochrome (0.60101867),Family (0.52486706),null (null),null (null),null (null)
Photograph (0.9588809),People (0.93702155),Snapshot (0.8291832),Child (0.76547754),Vintage clothing (0.63992953),Photography (0.62422496),Family (0.6047318),Black-and-white (0.564079),Costume (0.5026375),null (null)
Photograph (0.9539291),Snapshot (0.8291832),Costume (0.5666803),Black-and-white (0.564079),Monochrome (0.5442906),Family (0.53715867),Child (0.5202996),Style (0.50951844),null (null),null (null)
Photograph (0.9610321),Snapshot (0.85373634),Classic (0.5666435),Black-and-white (0.564079),History (0.5410714),Family (0.5179361),null (null),null (null),null (null),null (null)
Photograph (0.9653762),Snapshot (0.8358544),Picture frame (0.6943377),Vintage clothing (0.6936405),Stock photography (0.66633123),Photography (0.62422496),Art (0.5813032),Photographic paper (0.5137382),null (null),null (null)
Uniform (0.81836313),Military uniform (0.6408081),Military officer (0.5682112),Military person (0.524943),Vintage clothing (0.5210319),Non-commissioned officer (0.511072),Family (0.5103591),null (null),null (null),null (null)
Photograph (0.95591426),Snapshot (0.8358544),Sitting (0.70029956),Vintage clothing (0.666171),Room (0.6566393),Photography (0.62422496),Stock photography (0.62054056),Child (0.61345816),Black-and-white (0.564079),Monochrome (0.5442906)
Photograph (0.9480249),Gentleman (0.7883466),Art (0.5813032),Vintage clothing (0.5589101),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9539291),Standing (0.8579632),Snapshot (0.8507856),Vintage clothing (0.64691377),Costume (0.6313171),Photography (0.62422496),Child (0.61345816),Family (0.5312489),Style (0.5245553),null (null)
People (0.96110815),Photograph (0.9480249),Standing (0.7958224),Vintage clothing (0.78438634),Family (0.71560925),Classic (0.63818127),Grandparent (0.6002866),Child (0.57330555),null (null),null (null)
Photograph (0.9653762),People (0.94334805),Snapshot (0.85752976),Stock photography (0.66633123),Family (0.59988534),Vintage clothing (0.53451407),null (null),null (null),null (null),null (null)
Photograph (0.951403),Standing (0.8086237),Vintage clothing (0.63992953),Personal protective equipment (0.5925366),Black-and-white (0.564079),Child (0.5202996),null (null),null (null),null (null),null (null)
Photograph (0.951403),Santa claus (0.869753),Standing (0.7958224),Facial hair (0.5552889),Fictional character (0.52791756),null (null),null (null),null (null),null (null),null (null)
Photograph (0.96003306),Snapshot (0.8411401),Stock photography (0.65439934),Photography (0.62422496),Black-and-white (0.564079),Sitting (0.54085284),null (null),null (null),null (null),null (null)
Photograph (0.9480249),People (0.94799167),Standing (0.8660289),History (0.62617904),Family (0.58617204),Child (0.5202996),null (null),null (null),null (null),null (null)
People (0.93434614),Costume (0.7847766),Child (0.7846186),Outerwear (0.71725756),Photography (0.62422496),Vintage clothing (0.58045346),Family (0.5765472),Art (0.5021872),null (null),null (null)
Photograph (0.9677511),People (0.9616087),Vintage clothing (0.88394135),Snapshot (0.8681764),Standing (0.842263),Retro style (0.7700739),Child (0.75432146),Family (0.7333328),Photography (0.6778865),Sibling (0.5776553)
Room (0.8952174),Snapshot (0.8291832),Classroom (0.81861174),Class (0.74480623),Child (0.6712812),Furniture (0.5937384),Vintage clothing (0.5903255),Family (0.5179361),Teacher (0.50417197),null (null)
Photograph (0.97395635),Product (0.9462588),Snapshot (0.90178066),Photography (0.74846256),Baby Products (0.638128),Baby carriage (0.612027),Vintage clothing (0.58045346),Black-and-white (0.564079),Child (0.5202996),Style (0.50951844)
Photograph (0.9480249),Costume (0.52205056),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.97301024),Standing (0.8900103),Snapshot (0.8835594),Photography (0.7798643),Stock photography (0.7575393),Black-and-white (0.74367446),Child (0.72773254),Vintage clothing (0.666171),Family (0.5798942),Play (0.5086635)
Monochrome (0.60101867),Black-and-white (0.564079),Style (0.50951844),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Monarch (0.6989438),Event (0.6273696),History (0.57590634),Monarchy (0.5037418),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9605495),Snapshot (0.83863705),Outerwear (0.6577929),Stock photography (0.63961476),Vintage clothing (0.6326264),History (0.57590634),Black-and-white (0.564079),Style (0.5245553),Cope (0.5024295),null (null)
Photograph (0.96459967),Snapshot (0.88447464),Room (0.76465386),Table (0.6974622),Black-and-white (0.6834213),Family (0.65172046),Vintage clothing (0.62497914),Photography (0.62422496),Monochrome (0.60101867),Furniture (0.5937384)
Photograph (0.9760221),People (0.9393769),Wedding (0.86053497),Ceremony (0.8593165),Snapshot (0.8523099),Classic (0.83015776),Vintage clothing (0.82356006),Marriage (0.81721276),Event (0.79165953),Bride (0.76949114)
Land vehicle (0.9961627),Vehicle (0.99030316),Motor vehicle (0.96272266),Vintage car (0.8970048),Car (0.82507133),Classic (0.7840004),Classic car (0.6617124),null (null),null (null),null (null)
Child (0.76547754),Christmas (0.64505976),Vintage clothing (0.62497914),Costume (0.5891909),Art (0.5813032),Family (0.5103591),null (null),null (null),null (null),null (null)
Gentleman (0.76051193),Vintage clothing (0.53451407),Family (0.5103591),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Vintage clothing (0.85203207),Costume (0.6807031),Family (0.5426583),Child (0.5202996),null (null),null (null),null (null),null (null),null (null),null (null)
Costume (0.52205056),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.949849),Snapshot (0.8291832),Vintage clothing (0.5903255),Black-and-white (0.564079),Child (0.5202996),null (null),null (null),null (null),null (null),null (null)
People (0.9663035),Photograph (0.95947856),Snapshot (0.82030433),Child (0.69306356),Family (0.6733443),Monochrome (0.64315295),Photography (0.62422496),History (0.5410714),Smile (0.5404296),Vintage clothing (0.5210319)
Photograph (0.9480249),Costume (0.6807031),Outerwear (0.6577929),History (0.60353696),Vintage clothing (0.5996707),Family (0.573045),Black-and-white (0.564079),Child (0.5202996),null (null),null (null)
Photograph (0.95274854),Standing (0.8727902),Lady (0.87157136),Beauty (0.8546413),Black-and-white (0.8535379),Leg (0.84088516),Shoulder (0.83394104),Snapshot (0.83273077),Retro style (0.79095435),Swimwear (0.7907274)
Vintage clothing (0.73267525),Family (0.66433316),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9752526),Vintage clothing (0.9456439),People (0.9450432),Retro style (0.9296612),Snapshot (0.8764809),Lady (0.8433756),Gentleman (0.8301639),Male (0.80898863),Formal wear (0.7470953),Black-and-white (0.74367446)
People (0.95357037),Social group (0.9267829),Team (0.72682774),Vintage clothing (0.666171),History (0.6614471),Crew (0.6356095),Family (0.6135634),Black-and-white (0.564079),null (null),null (null)
Family (0.5426583),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Land vehicle (0.9961627),Vehicle (0.99030316),Car (0.98701257),Vintage car (0.9752101),Classic (0.9636897),Classic car (0.9327323),Motor vehicle (0.9010037),Antique car (0.8706201),Automotive design (0.72283965),Coupé (0.630049)
People (0.9645936),Photograph (0.9480249),Social group (0.9381384),Vintage clothing (0.7818882),Event (0.7228018),Family (0.72000223),Classic (0.5666435),null (null),null (null),null (null)
Motor vehicle (0.9783724),Vehicle (0.96319395),Car (0.9123748),Classic (0.8841431),Classic car (0.84591424),Vintage car (0.81350887),null (null),null (null),null (null),null (null)
Sand (0.70448995),Adaptation (0.6696612),Stock photography (0.66633123),Vehicle (0.54377306),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9680666),Sand (0.94591403),People (0.93434614),Fun (0.9098155),Beach (0.8968213),Snapshot (0.8586587),Summer (0.83928084),Vacation (0.82555276),Photography (0.72451985),Black-and-white (0.6834213)
Sun tanning (0.8208327),Photography (0.62422496),Black-and-white (0.564079),Monochrome (0.5442906),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9674168),Black (0.94490194),Leg (0.91905606),Retro style (0.9189071),Standing (0.902851),Beauty (0.8783526),Lady (0.8641155),Snapshot (0.8635382),Shoulder (0.8566735),Black-and-white (0.8535379)
People on beach (0.98550725),Photograph (0.96953756),Fun (0.95864004),Beach (0.8490844),Standing (0.842263),Snapshot (0.8358544),Vacation (0.79327804),Photography (0.74846256),Summer (0.7148111),Swimwear (0.6395799)
Sand (0.97428215),Photograph (0.9480249),Adaptation (0.6696612),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9685086),People (0.9393769),Snapshot (0.8892372),Standing (0.8660289),Hairstyle (0.836367),Monochrome (0.8324679),Black-and-white (0.8265277),Fashion (0.7885616),Fur (0.75425047),Photography (0.6778865)
Photograph (0.9683652),People (0.94147086),Snapshot (0.87304014),Child (0.71164453),Vintage clothing (0.6600149),Monochrome (0.64315295),Family (0.6334946),Photography (0.62422496),Black-and-white (0.564079),null (null)
Photograph (0.96965337),People (0.94658375),Snapshot (0.87014455),Standing (0.8621847),Vintage clothing (0.666171),Family (0.6632669),Photography (0.62422496),Child (0.61345816),Monochrome (0.60101867),Black-and-white (0.564079)
Photograph (0.9677511),People (0.9393769),Vintage clothing (0.8893934),Standing (0.8727902),Snapshot (0.8491508),Child (0.7846186),Monochrome (0.67593247),Retro style (0.62729806),Photography (0.62422496),Family (0.5946993)
Photograph (0.96459967),Snapshot (0.8507856),Child (0.7755196),Baby (0.66078305),Stock photography (0.65439934),Picture frame (0.62491685),Photography (0.62422496),Mother (0.5754874),Birth (0.5700499),Vintage clothing (0.5589101)
Photograph (0.9741582),Snapshot (0.8941169),Vintage clothing (0.85711396),Retro style (0.7946805),Photography (0.75693494),Black-and-white (0.74367446),Gentleman (0.742124),Stock photography (0.70398533),Monochrome (0.60101867),Family (0.59733766)
Photograph (0.97644526),People (0.94658375),Snapshot (0.89016366),Vintage clothing (0.8493888),Retro style (0.7946805),Black-and-white (0.7811979),Photography (0.7798643),Stock photography (0.70398533),Family (0.69509274),Classic (0.63818127)
Photograph (0.9779359),Vintage clothing (0.9195523),Gown (0.87401646),Snapshot (0.8635382),Bride (0.85666776),Dress (0.8531867),Standing (0.81915694),Ceremony (0.784947),Classic (0.7460761),Formal wear (0.73680705)
Photograph (0.97208625),Retro style (0.9189071),Vintage clothing (0.9078242),Snapshot (0.845484),Stock photography (0.7602957),Classic (0.7460761),Photography (0.7060428),Black-and-white (0.564079),Portrait (0.5514674),Family (0.5426583)
Photograph (0.9692981),People (0.9393769),Vintage clothing (0.9078242),Standing (0.8900103),Retro style (0.8886253),Snapshot (0.8797817),Gentleman (0.8237994),Classic (0.7460761),Family (0.68892735),Suit (0.5976885)
Photograph (0.9752948),Motor vehicle (0.9010037),Snapshot (0.8977223),Photography (0.7909919),Classic (0.7840004),Vehicle (0.7362332),Car (0.7174598),Black-and-white (0.6834213),Family (0.6334946),Vintage clothing (0.6326264)
Motor vehicle (0.9811444),Classic (0.9712311),Photograph (0.96917427),Vehicle (0.9291238),Car (0.91502523),Snapshot (0.82030433),Classic car (0.70635855),Vintage car (0.70068014),Retro style (0.6800467),Photography (0.6778865)
Photograph (0.977199),Snapshot (0.8899357),Black-and-white (0.8072261),Photography (0.7876507),Photographic paper (0.7742978),Ceremony (0.7352232),Classic (0.7198517),Wedding (0.69354945),Stock photography (0.69194746),Veil (0.67730224)
Photograph (0.9780584),Facial expression (0.9445514),Veil (0.9425464),Monochrome photography (0.9169205),Black-and-white (0.90980256),Wedding dress (0.9038305),Bride (0.9004357),Ceremony (0.8945001),Snapshot (0.8892372),Dress (0.88867587)
Photograph (0.9783125),Bridal veil (0.95604956),Wedding dress (0.94804275),Veil (0.94531363),Gown (0.9270618),Dress (0.9264293),Bride (0.91180587),Lady (0.9086064),Bridal clothing (0.8843504),Snapshot (0.8829248)
Photograph (0.96561474),Motor vehicle (0.96272266),Vehicle (0.9056076),Car (0.90320605),Classic (0.8767548),Snapshot (0.865206),Retro style (0.8017464),Photography (0.7060428),Family car (0.51460516),null (null)
Photograph (0.97849077),People (0.94799167),Snapshot (0.87939876),Vintage clothing (0.78438634),Event (0.77152836),Photography (0.73799706),Family (0.7104447),Ceremony (0.7070131),Stock photography (0.70398533),Wedding (0.69720757)
Photograph (0.97609997),People (0.93434614),Vintage clothing (0.8740956),Snapshot (0.8740874),Lady (0.8641155),Classic (0.76693135),Dress (0.7567383),Gown (0.74796224),Ceremony (0.72045916),Photography (0.7060428)
Photograph (0.9768979),Vintage clothing (0.9450867),Snapshot (0.87193304),Lady (0.87157136),Classic (0.83015776),Retro style (0.8145108),Gown (0.74796224),Stock photography (0.72830933),Dress (0.7016374),Photography (0.6778865)
Photograph (0.97582537),Vintage clothing (0.925908),Classic (0.91331005),Lady (0.8641155),Snapshot (0.85752976),Retro style (0.82833046),Male (0.80898863),Gentleman (0.76051193),Formal wear (0.73680705),Stock photography (0.7136223)
Monochrome (0.7240434),Event (0.6273696),Black-and-white (0.564079),Family (0.5426583),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.9720137),Lady (0.90140265),Vintage clothing (0.89027244),Snapshot (0.8411401),Standing (0.81915694),Dress (0.8187919),Gown (0.8081771),Formal wear (0.73680705),Event (0.6942809),Ceremony (0.6917068)
Photograph (0.96371436),People (0.949285),Standing (0.8835848),Snapshot (0.8563378),Vintage clothing (0.779335),Family (0.69282526),Child (0.6452686),Photography (0.62422496),Monochrome (0.60101867),Stock photography (0.5944116)
Photograph (0.9623112),Stock photography (0.69832796),Family (0.60927975),Vintage clothing (0.5903255),Black-and-white (0.564079),Anniversary (0.53269804),null (null),null (null),null (null),null (null)
Photograph (0.97318923),Snapshot (0.87075907),Black-and-white (0.8535379),Vintage clothing (0.83804905),Retro style (0.80509955),Flower (0.78677595),Bouquet (0.7826847),Monochrome photography (0.76222306),Plant (0.7382028),Monochrome (0.70229715)
Photograph (0.9719401),Snapshot (0.8760254),Photographic paper (0.8697977),Black-and-white (0.8265277),Gentleman (0.7883466),Stock photography (0.7741046),Vintage clothing (0.7469241),Photography (0.73799706),Monochrome photography (0.64696777),Monochrome (0.64315295)
Photograph (0.9480249),Vintage clothing (0.7079197),Costume (0.5989832),Family (0.5426583),History (0.5410714),null (null),null (null),null (null),null (null),null (null)
Photograph (0.95823395),People (0.93127215),Vintage clothing (0.8751274),Lady (0.85497016),Snapshot (0.82509655),Family (0.60927975),Black-and-white (0.564079),Monochrome (0.5442906),Sitting (0.54085284),Costume (0.5388254)
Photograph (0.9701973),People (0.9588589),Snapshot (0.8805255),Vintage clothing (0.8607584),Classic (0.7460761),Family (0.7206218),Event (0.6704324),Photography (0.62422496),Retro style (0.57000875),Black-and-white (0.564079)
Photograph (0.9539291),Snapshot (0.8491508),Event (0.74063903),Meal (0.71235275),Family (0.6318894),Photography (0.62422496),Black-and-white (0.564079),null (null),null (null),null (null)
Photograph (0.97644526),Vintage clothing (0.9343035),Lady (0.8985191),Dress (0.89329135),Snapshot (0.8889993),Standing (0.85329694),Gown (0.8282978),Classic (0.81045026),Black-and-white (0.8072261),Retro style (0.8017464)
Photograph (0.9674168),Snapshot (0.8507856),Picture frame (0.7170249),Room (0.6566393),Vintage clothing (0.6326264),Family (0.6156153),Stock photography (0.5944116),Black-and-white (0.564079),null (null),null (null)
Photograph (0.9766722),Vintage clothing (0.89455026),Snapshot (0.893924),Picture frame (0.85427904),Standing (0.7958224),Retro style (0.79095435),Classic (0.7460761),Gentleman (0.73507804),Photography (0.72451985),Stock photography (0.69832796)
Photograph (0.96561474),People (0.9504782),Snapshot (0.8358544),Gentleman (0.81663144),Vintage clothing (0.796118),Picture frame (0.73337054),Formal wear (0.7123611),Family (0.70508593),Suit (0.6445163),Tuxedo (0.521167)
Photograph (0.9710539),Vintage clothing (0.76566577),Classic (0.7198517),Family (0.687323),Retro style (0.6392397),Event (0.6273696),Photography (0.62422496),Formal wear (0.5713131),Headpiece (0.5663841),Gentleman (0.54518616)
Photograph (0.9728252),Vintage clothing (0.86654264),Snapshot (0.8523099),Photography (0.7060428),Classic (0.5666435),Black-and-white (0.564079),Retro style (0.5526916),Sitting (0.54085284),Family (0.5103591),null (null)
Photograph (0.96003306),Snapshot (0.8563378),Black-and-white (0.74367446),Child (0.6712812),Photography (0.62422496),Monochrome (0.60101867),Style (0.50951844),Costume (0.5026375),null (null),null (null)
Photograph (0.97358567),People (0.93434614),Sitting (0.9003035),Black-and-white (0.899411),Snapshot (0.8829248),Photography (0.8163997),Monochrome photography (0.76222306),Monochrome (0.7423392),Stock photography (0.62054056),Style (0.54314095)
Photograph (0.9704986),Snapshot (0.8635382),Standing (0.81915694),Vintage clothing (0.7469241),Child (0.72773254),Black-and-white (0.6834213),Photography (0.62422496),Family (0.561453),Monochrome (0.5442906),null (null)
Photograph (0.9768603),Snapshot (0.878202),Ceremony (0.8270168),Vintage clothing (0.82004493),Wedding (0.7862414),Black-and-white (0.7811979),Dress (0.76468235),Event (0.7475101),Classic (0.7460761),Photography (0.6778865)
Photograph (0.97777605),Snapshot (0.88193256),Vintage clothing (0.8424538),Ceremony (0.8337794),Event (0.8067209),Wedding (0.77531976),Black-and-white (0.74367446),Photography (0.6778865),Stock photography (0.63961476),Classic (0.63818127)
Photograph (0.9727621),Snapshot (0.8695101),Vintage clothing (0.836537),Event (0.710556),Ceremony (0.68753064),Black-and-white (0.6834213),Gentleman (0.6349731),Wedding (0.5959797),Family (0.573045),Classic (0.5666435)
Photograph (0.9765589),Lady (0.9174048),Vintage clothing (0.8970282),Dress (0.87487936),Snapshot (0.8563378),Retro style (0.8562455),Standing (0.85329694),Classic (0.84552145),Wedding dress (0.82874227),Gown (0.8065471)
Photograph (0.97818375),Bridal veil (0.9354573),Snapshot (0.88672835),Photographic paper (0.8739593),Veil (0.86377555),Bride (0.85882217),Photography (0.81334955),Classic (0.7840004),Wedding (0.76431346),Stock photography (0.76404685)
People (0.9568492),Photograph (0.9480249),Event (0.78931576),Gentleman (0.7274816),Black-and-white (0.6834213),Family (0.657708),History (0.62617904),Suit (0.56812674),Vintage clothing (0.5589101),Monochrome (0.5442906)
Event (0.8813189),Black-and-white (0.7811979),Meal (0.75251126),Monochrome (0.64315295),Dinner (0.587627),Table (0.58647066),Supper (0.58556706),Rehearsal dinner (0.58380073),Family (0.58309877),Lunch (0.54130113)
Photograph (0.96371436),People (0.94658375),Standing (0.89371824),Vintage clothing (0.88394135),Lady (0.87157136),Gentleman (0.78012156),Classic (0.76693135),Dress (0.7524835),Retro style (0.7261669),Event (0.6704324)
Photograph (0.97758067),Snapshot (0.8713549),Event (0.7868303),Black-and-white (0.74367446),Photography (0.7060428),Ceremony (0.7033788),Stock photography (0.69194746),Vintage clothing (0.666171),Monochrome (0.60101867),Family (0.561453)
Photograph (0.9787776),Snapshot (0.88386923),Ceremony (0.8745299),Event (0.83340734),Black-and-white (0.8265277),Wedding (0.7800078),Photography (0.77525955),Vintage clothing (0.774055),Stock photography (0.75607276),Monochrome (0.7423392)
Photograph (0.97849077),Black-and-white (0.89516586),Snapshot (0.8916979),Monochrome photography (0.8880337),Ceremony (0.84523517),Wedding (0.8286318),Stock photography (0.8025601),Photography (0.80182755),Monochrome (0.75798035),Event (0.73256063)
Photograph (0.96965337),Retro style (0.8816237),Vintage clothing (0.8719979),Standing (0.8086237),Dress (0.7753903),Classic (0.76693135),Child (0.69306356),Photography (0.62422496),Stock photography (0.5944116),Black-and-white (0.564079)
Photograph (0.97826916),Bridal veil (0.9699179),Veil (0.94888836),Bride (0.9095093),Vintage clothing (0.90180135),Wedding dress (0.9005782),Lady (0.883115),Snapshot (0.8760254),Bridal accessory (0.8733457),Wedding (0.86231977)
Photograph (0.97915995),Snapshot (0.89686006),Black-and-white (0.8904043),Monochrome (0.82616186),Event (0.80974907),Ceremony (0.79788923),Monochrome photography (0.7852431),Dress (0.76468235),Wedding (0.761146),Stock photography (0.75894547)
Photograph (0.9779359),People (0.94799167),Vintage clothing (0.9389048),Snapshot (0.8773607),Retro style (0.85802674),Male (0.8184922),Gentleman (0.7709087),Stock photography (0.73671675),Smile (0.7291945),Photography (0.72451985)
Photograph (0.97521025),People (0.93434614),Vintage clothing (0.8857937),Snapshot (0.85507596),Classic (0.7460761),Stock photography (0.72830933),Photography (0.7060428),Family (0.69128466),Retro style (0.6800467),Black-and-white (0.564079)
Bride (0.9826222),Photograph (0.97785556),Gown (0.9772725),Wedding dress (0.9731856),Dress (0.959877),Bridal veil (0.9478165),Bridal clothing (0.92989105),Veil (0.9242104),Marriage (0.91822183),Lady (0.90641123)
Photograph (0.97155577),Snapshot (0.8825996),Stock photography (0.70398533),Photography (0.6778865),Picture frame (0.6417252),Art (0.5813032),Black-and-white (0.564079),Vintage clothing (0.53451407),Gesture (0.517318),null (null)
Photograph (0.97458965),Flower Arranging (0.87943727),Marriage (0.8745455),Ceremony (0.8538662),Snapshot (0.8507856),Flower (0.84616464),Male (0.83209765),Black-and-white (0.8265277),Monochrome photography (0.8196914),Bride (0.81358445)
Photograph (0.9776974),People (0.9575554),Snapshot (0.87075907),Male (0.83209765),Vintage clothing (0.8318607),Photography (0.7640012),Family (0.7111),Event (0.710556),Photographic paper (0.6974865),Formal wear (0.6806072)
Photograph (0.97087526),Lady (0.94110596),Dress (0.8531867),Snapshot (0.8358544),Vintage clothing (0.81454235),Retro style (0.7700739),Bridal veil (0.7310459),Wedding dress (0.72562253),Bride (0.7109821),Gown (0.70608807)
Photograph (0.97818375),Bridal veil (0.90660006),Snapshot (0.89253104),Vintage clothing (0.87815714),Lady (0.8433756),Veil (0.784604),Black-and-white (0.7811979),Bridal accessory (0.7500918),Wedding (0.72522634),Photography (0.72451985)
Photograph (0.9789877),Lady (0.9040204),Snapshot (0.8617218),Vintage clothing (0.82356006),Stock photography (0.80945224),Dress (0.801192),Photography (0.7909919),Gown (0.74349326),Veil (0.68663436),Black-and-white (0.6834213)
Photograph (0.9682179),People (0.96254784),Snapshot (0.85373634),Vintage clothing (0.762734),Family (0.7465393),Retro style (0.65041703),Stock photography (0.63961476),Photography (0.62422496),Child (0.57330555),Classic (0.5666435)
Motor vehicle (0.98262453),Photograph (0.9709653),Classic (0.9517415),Car (0.93760216),Vehicle (0.92384964),Snapshot (0.8473898),Vintage car (0.8324893),Retro style (0.78307825),Photography (0.7060428),Classic car (0.60891926)
Photograph (0.9741582),Snapshot (0.8411401),Vintage clothing (0.836537),Gentleman (0.8321304),Stock photography (0.76159376),Retro style (0.7261669),Black-and-white (0.6834213),Photography (0.6778865),Family (0.55716366),Monochrome (0.5442906)
Photograph (0.9766722),Vintage clothing (0.8709315),Snapshot (0.865206),Lady (0.85497016),Standing (0.83563834),Veil (0.78745705),Black-and-white (0.7811979),Wedding (0.7595578),Bride (0.75587064),Stock photography (0.73916775)
Photograph (0.9764832),Snapshot (0.87357086),Black-and-white (0.8265277),Vintage clothing (0.8026103),Stock photography (0.7529399),Event (0.7475101),Photography (0.73799706),Ceremony (0.673997),Monochrome photography (0.64696777),Monochrome (0.64315295)
Photograph (0.97458965),Snapshot (0.87939876),Standing (0.7958224),Vintage clothing (0.7469241),Stock photography (0.72158074),Photography (0.7060428),Black-and-white (0.6834213),Nurse (0.65655476),Child (0.61345816),Gentleman (0.57264537)
Photograph (0.977542),People (0.94799167),Motor vehicle (0.9010037),Snapshot (0.8877682),Classic (0.82096326),Photography (0.7940417),Vehicle (0.7191668),Car (0.69497776),Black-and-white (0.6834213),Family (0.6770546)
Photograph (0.9731302),Vintage clothing (0.8893934),Snapshot (0.8777859),Lady (0.85497016),Retro style (0.8230562),Black-and-white (0.7811979),Interaction (0.7303894),Gesture (0.7257666),Fun (0.7039424),Stock photography (0.67624575)
Photograph (0.9748623),Vintage clothing (0.9002362),Snapshot (0.845484),Standing (0.8280285),Gentleman (0.78434706),Dress (0.78185207),Gown (0.75232804),Retro style (0.7325672),Classic (0.7198517),Wedding dress (0.6662804)
Photograph (0.97078365),Lady (0.9106315),Snapshot (0.8681764),Vintage clothing (0.8533276),Standing (0.81915694),Stock photography (0.6846679),Photography (0.6778865),Classic (0.63818127),Dress (0.5970176),Black-and-white (0.564079)
Photograph (0.97358567),Snapshot (0.87357086),Vintage clothing (0.8558681),Black-and-white (0.7811979),Ceremony (0.72955734),Event (0.710556),Wedding (0.70441014),Fun (0.7039424),Picture frame (0.67799467),Gentleman (0.6653931)
Photograph (0.97570556),People (0.93127215),Snapshot (0.8850622),Vintage clothing (0.836537),Black-and-white (0.8072261),Stock photography (0.72830933),Event (0.710556),Photography (0.7060428),Monochrome photography (0.64696777),Monochrome (0.64315295)
Photograph (0.9699864),Vintage clothing (0.89538336),Snapshot (0.87249446),Standing (0.8280285),Retro style (0.80509955),Gentleman (0.6349731),Photography (0.62422496),Family (0.5693733),Black-and-white (0.564079),null (null)
Photograph (0.97069037),Snapshot (0.8681764),Vintage clothing (0.82356006),Retro style (0.79095435),Photography (0.62422496),Gentleman (0.5128367),null (null),null (null),null (null),null (null)
Photograph (0.9767851),Lady (0.9214543),Vintage clothing (0.9025746),Dress (0.89101607),Snapshot (0.88386923),Bridal veil (0.8329618),Retro style (0.8202963),Gown (0.81614137),Bride (0.81575114),Standing (0.8086237)
Photograph (0.9773126),Wedding dress (0.918424),Bride (0.9072248),Lady (0.88771355),Vintage clothing (0.8830015),Bridal veil (0.87450516),Snapshot (0.8740874),Formal wear (0.8718883),Wedding (0.85876435),Bridal clothing (0.84047776)
Photograph (0.96917427),Vintage clothing (0.9048585),Snapshot (0.8674742),Retro style (0.7946805),Classic (0.68556935),Family (0.65885174),null (null),null (null),null (null),null (null)
Photograph (0.9752526),Snapshot (0.8850622),Vintage clothing (0.8654133),Lady (0.85497016),Hairstyle (0.8293982),Stock photography (0.75894547),Retro style (0.7261669),Black-and-white (0.6834213),Gentleman (0.6783096),Photography (0.6778865)
Photograph (0.96758646),Snapshot (0.85752976),Room (0.7444316),Black-and-white (0.74367446),Event (0.73256063),Adaptation (0.6696612),Stock photography (0.63961476),Classic (0.63818127),Family (0.6250956),Photography (0.62422496)
Photograph (0.96987766),Lady (0.90641123),Snapshot (0.85752976),Vintage clothing (0.8182424),Picture frame (0.7652691),Interaction (0.7303894),Room (0.71392286),Photography (0.6778865),Gesture (0.66909367),Retro style (0.6609029)
Photograph (0.97390485),Vintage clothing (0.9162357),Lady (0.8985191),Retro style (0.8968168),Snapshot (0.87075907),Gesture (0.71302646),Gentleman (0.7103473),Photography (0.62422496),Stock photography (0.62054056),Dress (0.6146649)
Photograph (0.97570556),Snapshot (0.9008354),Photography (0.73799706),Stock photography (0.7313089),Vintage clothing (0.6885432),Black-and-white (0.564079),Family (0.5477988),null (null),null (null),null (null)
Photograph (0.9633902),Snapshot (0.845484),Vintage clothing (0.7818882),Retro style (0.67076075),Room (0.6566393),Photography (0.62422496),Stock photography (0.62054056),null (null),null (null),null (null)
Room (0.76465386),Photography (0.62422496),Still life (0.6022734),Furniture (0.5937384),Black-and-white (0.564079),Interior design (0.52603894),Art (0.5021872),null (null),null (null),null (null)
Standing (0.842263),Outerwear (0.6577929),Vintage clothing (0.61695933),History (0.57590634),Child (0.57330555),Costume (0.5666803),null (null),null (null),null (null),null (null)
Outerwear (0.6577929),Cope (0.58031857),History (0.5410714),Arch (0.5392789),Art (0.5021872),null (null),null (null),null (null),null (null),null (null)
Black-and-white (0.564079),Vintage clothing (0.50654763),Costume (0.5026375),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.951403),Standing (0.8086237),Child (0.57330555),null (null),null (null),null (null),null (null),null (null),null (null),null (null)
Photograph (0.96371436),People (0.94147086),Standing (0.9014989),Snapshot (0.8507856),Outerwear (0.6933347),Child (0.6452686),Photography (0.62422496),Family (0.61145276),Black-and-white (0.564079),Costume (0.55356264)
